"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256"
0,0,0,0,0,0,0.272,0.619,0.697,0.9755,0.562,0.0845,0,0,0,0,0,0,0,0,0,0.291,0.9315,1,1,1,1,0.886,0.222,0,0,0,0,0,0,0,0.036,0.8415,1,1,0.9005,0.5535,0.6215,1,0.759,0,0,0,0,0,0,0,0.4965,1,1,0.9245,0.316,0,0.71,1,0.7935,0,0,0,0,0,0,0,0.589,1,0.9945,0.355,0,0.079,0.9045,1,0.843,0.003,0,0,0,0,0,0,0.1775,0.9055,0.73,0.001,0.1835,0.782,1,1,0.445,0,0,0,0,0,0,0,0,0.0565,0.0525,0.024,0.8865,1,1,1,0.443,0,0,0,0,0,0,0,0,0,0,0,0.3545,0.9415,1,1,0.926,0.3495,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4315,1,0.95,0.0495,0,0,0,0,0,0,0,0,0,0,0,0,0.0185,0.907,1,0.3965,0,0,0,0,0,0,0,0,0,0,0,0,0.00650000000000001,0.8665,1,0.6665,0,0,0.069,0.076,0,0,0,0,0,0,0,0.042,0.265,0.9675,1,0.592,0,0,0.598,0.886,0.431,0.148,0.0055,0,0,0.04,0.3465,0.758,1,1,1,0.6445,0,0,0.392,0.99,1,1,0.729,0.667,0.667,0.922,1,1,1,1,1,0.3525,0,0,0,0.2435,0.816,1,1,1,1,1,1,1,1,1,0.841,0.038,0,0,0,0,0,0.2245,0.496,0.619,0.7105,1,1,1,0.98,0.597,0.1385,0,0
0,0,0,0,0,0.324,0.5035,0.2,0.456,0.83,0.997,0.436,0.012,0,0,0,0,0,0,0,0.0965,0.9205,1,1,1,1,1,1,0.583,0,0,0,0,0,0,0.013,0.7065,1,1,0.987,0.6535,0.1195,0.64,1,0.905,0.015,0,0,0,0,0,0.0015,0.8615,1,1,0.6555,0.002,0,0.623,1,0.777,0,0,0,0,0,0,0,0.2875,0.918,0.885,0.0695,0.001,0.3275,0.9975,1,0.554,0,0,0,0,0,0,0,0,0.1045,0.1355,0,0.444,0.9845,1,0.873,0.0585,0,0,0,0,0,0,0,0,0,0.111,0.9805,1,1,1,0.928,0.1,0,0,0,0,0,0,0,0,0,0.01,0.9045,1,1,1,1,0.7705,0.0745,0,0,0,0,0,0,0,0,0,0.329,0.8,0.4225,0.4,0.866,1,0.5025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4005,1,1,0.1595,0,0,0.0335,0.2,0.0865,0,0,0,0,0,0,0,0.3835,1,0.9925,0.104,0,0,0.286,1,0.893,0.221,0,0,0,0,0,0,0.5265,1,1,0.2735,0,0,0.058,0.891,1,1,0.782,0.189,0,0,0,0.257,0.972,1,0.935,0.1155,0,0,0,0.0855,0.7265,1,1,0.9945,0.8,0.8,0.8,0.9655,1,1,0.7475,0,0,0,0,0,0,0.3425,0.8525,1,1,1,1,1,1,0.747,0.1375,0,0,0,0,0,0,0,0.0705,0.221,0.5995,0.7265,1,1,0.5325,0.0895,0,0,0
0,0,0,0,0,0,0.217,0.607,0.9045,0.994,0.2925,0,0,0,0,0,0,0,0,0,0.014,0.7225,0.9805,1,0.9995,0.7835,0.9765,0.6005,0.002,0,0,0,0,0,0,0,0.063,0.9485,1,0.917,0.4115,0.0175,0.618,1,0.2365,0,0,0,0,0,0,0,0,0.122,0.242,0.026,0,0.072,0.822,1,0.2655,0,0,0,0,0,0,0,0,0,0,0.002,0.1285,0.7615,1,0.729,0.042,0,0,0,0,0,0,0,0,0,0.1435,0.6505,0.9905,1,0.8535,0.1475,0,0,0,0,0,0,0,0,0,0,0.527,1,1,1,0.6225,0.0165,0,0,0,0,0,0,0,0,0,0,0.028,0.376,0.273,0.4915,0.9705,0.664,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4745,1,0.6535,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0.0165,0.6305,1,0.389,0,0,0,0.0955,0.171,0,0,0,0,0,0,0,0,0.0575,0.9705,0.9365,0.0425,0,0,0.444,0.993,0.5795,0,0,0,0,0,0,0,0.00700000000000001,0.8405,1,0.388,0,0,0.034,0.763,1,0.616,0.0415,0,0,0,0,0.01,0.271,0.9945,1,0.3975,0,0,0,0.059,0.625,1,0.888,0.151,0.207,0.207,0.422,0.7675,1,1,0.957,0.222,0,0,0,0,0.004,0.616,0.989,0.962,1,1,1,1,1,0.872,0.356,0,0,0,0,0,0,0,0.2445,0.6275,0.724,0.9485,0.88,0.583,0.3615,0.1105,0,0,0
0,0,0,0,0.025,0.331,0.6345,0.7535,0.942,0.808,0.9355,0.6365,0.0225,0,0,0,0,0,0,0.2235,0.9575,1,0.8615,0.6785,0.4355,0.231,0.46,0.994,0.2715,0,0,0,0,0,0,0.1415,0.6435,0.2825,0.00850000000000001,0,0,0,0.038,0.874,0.3905,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.4885,0.98,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0.3555,0.9885,0.3185,0,0,0,0,0,0,0,0,0,0,0,0.1075,0.592,0.975,0.3815,0,0,0,0,0,0,0,0,0,0.0565,0.639,0.7325,0.9445,0.9205,1,0.6455,0.079,0,0,0,0,0,0,0,0.1455,0.8805,1,0.9785,0.4805,0.036,0.2695,0.9215,0.7685,0.037,0,0,0,0,0,0,0.2975,0.8615,0.5695,0.18,0,0,0,0.131,0.9365,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5925,0.876,0.00850000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371,0.994,0.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4035,1,0.0735,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0.726,0.8455,0.0025,0,0,0,0,0,0,0,0,0,0,0,0.2335,0.829,0.9585,0.236,0,0,0,0,0,0.072,0.3185,0.231,0.3365,0.477,0.6435,0.7655,0.989,0.873,0.2215,0,0,0,0,0,0,0.05,0.446,0.7535,0.8945,1,0.8515,0.609,0.305,0.0545,0,0,0,0,0
0.1825,0.674,0.668,0.2185,0,0,0,0,0,0,0,0,0,0,0,0,0.8015,1,1,1,0.9995,0.9995,0.9995,0.9995,0.9995,0.8395,0.7675,0.8695,0.762,0.581,0.4145,0.0625,0.1205,0.659,0.886,0.947,0.997,1,1,1,1,1,1,1,1,1,1,0.813,0,0,0,0.0645,0.1235,0.136,0.136,0.136,0.1545,0.373,0.373,0.373,0.734,1,0.954,0.356,0,0,0,0,0,0,0,0,0,0.1075,0.3865,0.7935,0.9875,0.7605,0.153,0,0,0,0,0,0,0.033,0.3735,0.5935,0.8135,0.982,1,1,0.9295,0.234,5e-04,0,0,0,0,0,0.0175,0.77,1,1,1,1,1,1,1,1,0.6105,0.0445,0,0,0,0,0,0.534,0.627,0.4035,0.1735,0.1695,0.1695,0.4075,0.763,0.9935,1,0.4585,0,0,0,0,0,0,0,0,0,0,0,0,0,0.674,1,0.7995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0.998,0.8305,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4435,0.9985,0.5685,0,0,0,0.115,0.583,0.1545,0,0,0,0,0,0.00950000000000001,0.3385,0.965,0.7295,0.00900000000000001,0,0,0.216,0.93,0.567,0,0,0,0,0,0.1425,0.6715,1,0.6305,0.0495,0,0,0,0.593,1,0.8025,0.274,0.187,0.361,0.525,0.745,0.9715,0.9295,0.3685,0.013,0,0,0,0,0.2415,0.978,1,1,1,1,1,0.9355,0.5295,0.1035,0,0,0,0,0,0,0,0.3755,0.7115,0.7115,0.7055,0.476,0.2255,0,0,0,0,0,0,0
0,0,0,0,0,0.36,0.757,0.96,0.9695,0.6715,0.129,0,0,0,0,0,0,0,0,0.17,0.806,0.9925,0.8815,0.6715,0.5475,0.9065,0.984,0.4085,0,0,0,0,0,0,0,0.846,0.9555,0.3905,0.00750000000000001,0,0,0.0765,0.5995,0.9935,0.36,0,0,0,0,0,0,0.2085,0.2635,0,0,0,0,0,0.005,0.6805,0.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.652,0.847,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471,1,0.3585,0,0,0,0,0,0,0,0,0,0,0.251,0.5735,0.863,0.9735,0.425,5e-04,0,0,0,0,0,0,0,0,0.5655,0.935,0.993,1,0.4875,0.105,0,0,0,0,0,0,0,0,0,0,0.67,0.901,0.8395,0.967,0.967,0.703,0.1635,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.5195,0.927,0.9175,0.2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215,0.727,0.905,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485,0.893,0.5155,0,0,0,0,0,0.0195,0.029,0,0,0,0,0,0,0.00750000000000001,0.81,0.637,0,0,0,0,0.582,0.9235,0.6465,0.0285,0,0,0,0,0.018,0.531,1,0.3155,0,0,0,0,0.411,0.946,1,0.919,0.7945,0.6625,0.6495,0.589,0.821,1,0.6165,0.00800000000000001,0,0,0,0,0,0.07,0.402,0.5845,0.766,0.792,0.911,0.932,0.729,0.378,0.0175,0,0,0
0,0,0,0.1405,0.4285,0.6445,0.714,0.714,0.922,1,1,0.9145,0.133,0,0,0,0,0,0.2985,0.9695,1,1,1,1,1,1,1,1,0.283,0,0,0,0,0,0.0615,0.519,0.461,0.286,0.286,0.02,0.0295,0.84,1,0.894,0.012,0,0,0,0,0,0,0,0,0,0,0,0.45,1,0.9705,0.1915,0,0,0,0,0,0,0,0,0,0,0,0.015,0.853,0.985,0.4735,0,0,0,0,0,0,0,0,0,0,0,0,0.1335,0.989,0.9465,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0.254,1,1,0.596,0.1295,0,0,0,0,0,0,0,0,0,0,0,0.0235,0.669,1,1,0.936,0.168,0,0,0,0,0,0,0,0,0,0,0,0,5e-04,0.356,0.937,0.8835,0.0675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5685,1,0.4315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4145,1,0.5855,0,0,0,0,0,0,0,0,0,0,0,0,0.098,0.816,1,0.4945,0,0,0,0,0,0,0,0,0,0,0.0695,0.421,0.943,1,0.967,0.1505,0,0,0,0,0.344,0.309,0,0,0.1965,0.532,0.9185,1,1,0.926,0.2845,0,0,0,0,0,0.313,0.9965,1,1,1,1,1,0.8435,0.358,0.1625,0,0,0,0,0,0,0,0.2875,0.725,1,0.9495,0.672,0.313,0.0525,0,0,0,0,0,0
0,0,0,0.2845,0.9525,0.613,0.1795,0.1795,0.1795,0.1795,0.177,0,0,0,0,0,0,0,0,0.8455,1,1,1,1,1,1,1,0.412,0,0,0,0,0,0,0,0.2585,0.7675,0.872,0.872,0.85,0.5575,0.9325,1,0.987,0.278,0,0,0,0,0,0,0,0,0,0,0,0,0.63,1,0.9715,0.27,0,0,0,0,0,0,0,0,0,0,0.1725,0.657,0.994,1,0.6475,0,0,0,0,0,0,0,0,0,0.232,0.666,0.9105,1,1,1,0.6805,0.023,0,0,0,0,0,0.031,0.4985,0.846,0.979,1,1,1,1,1,1,0.811,0.1125,0,0,0,0.2205,0.955,1,1,1,1,0.9505,0.645,0.3845,0.5135,0.992,1,0.8345,0.066,0,0,0.4365,1,1,1,1,0.7475,0.16,0,0,0,0.3485,1,1,0.6075,0,0,0.057,0.7415,0.846,0.5615,0.096,0.012,0,0,0,0,0.005,0.8925,1,0.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6875,1,0.8795,0,0,0.244,0.451,0.1025,0.002,0,0,0,0,0,0,0.1455,0.9695,1,0.767,0,0,0.881,1,1,0.705,0.3725,0.282,0.062,0,0.206,0.4655,0.8695,1,1,0.541,0,0,0.7785,1,1,1,1,1,0.903,0.872,0.9625,1,1,1,0.837,0.0915,0,0,0.086,0.7185,0.8365,1,1,1,1,1,1,1,1,0.7575,0.0885,0,0,0,0,0,0.048,0.387,0.5895,0.963,1,1,1,0.6685,0.371,0.062,0,0,0
0,0,0,0,0.266,0.689,1,1,0.849,0.6905,0.176,0,0,0,0,0,0,0,0,0.344,0.9855,0.9905,0.92,0.92,0.965,1,0.974,0.359,0,0,0,0,0,0,0,0.8255,0.9055,0.172,0,0,0.074,0.456,0.9695,0.981,0.142,0,0,0,0,0,0,0.1165,0.188,0,0,0,0,0,0.4345,1,0.4485,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0.732,0.9975,0.3335,0,0,0,0,0,0,0,0,0,0.022,0.299,0.505,0.8835,0.9965,0.568,0,0,0,0,0,0,0,0,0.2505,0.679,0.9665,1,1,1,0.63,0,0,0,0,0,0,0,0,0.437,0.9885,1,1,1,1,1,0.994,0.666,0.0525,0,0,0,0,0,0,0.2265,0.8375,0.561,0.221,0.1065,0.132,0.378,0.808,1,0.725,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.723,1,0.454,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0965,0.9985,0.9215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365,1,0.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4015,1,0.4275,0,0,0,0,0.565,0.8645,0.656,0.3035,0.0465,0,0.0125,0.231,0.638,0.9815,0.88,0.0875,0,0,0,0,0.8615,1,1,1,0.948,0.92,0.9275,1,0.986,0.696,0.13,0,0,0,0,0,0.077,0.1465,0.2775,0.643,0.848,0.907,0.7865,0.526,0.193,0,0,0,0,0
0,0,0,0,0.0575,0.5215,0.872,0.9065,0.8425,0.3845,0.0265,0,0,0,0,0,0,0,0,0.0635,0.853,1,0.841,0.876,0.991,1,0.766,0.072,0,0,0,0,0,0,0,0.0245,0.65,0.7175,0.1625,0,0.223,0.7445,1,0.7825,0.0435,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.76,1,0.3335,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6405,1,0.212,0,0,0,0,0,0,0,0,0,0,0,0.0775,0.443,0.98,0.7515,0.01,0,0,0,0,0,0,0,0.212,0.2975,0.4925,0.547,0.908,1,0.837,0.118,0,0,0,0,0,0,0,0.26,0.9835,1,1,1,1,1,0.829,0.133,0,0,0,0,0,0,0,0.039,0.5965,0.6485,0.6485,0.6485,0.6485,0.78,0.997,0.872,0.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5005,1,0.8235,0.0545,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0.7505,1,0.4215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274,1,0.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5005,1,0.451,0,0,0,0,0.1395,0.7185,0.6575,0.4555,0.1795,0,0,0.0225,0.3635,0.998,0.8155,0.033,0,0,0,0,0.53,0.9415,1,1,0.9915,0.946,0.946,0.953,1,0.835,0.119,0,0,0,0,0,0,0.0365,0.2735,0.4755,0.8385,1,1,0.8915,0.4865,0.0405,0,0,0,0
0,0,0,0,0.22,0.726,0.9645,1,0.924,0.5325,0.027,0,0,0,0,0,0,0,0,0.145,0.976,1,0.954,0.9285,1,1,0.8325,0.0795,0,0,0,0,0,0,0,0.096,0.668,0.4575,0.0455,0.032,0.36,0.9145,1,0.652,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199,0.9845,1,0.1215,0,0,0,0,0,0,0,0,0,0,0,0,0.0295,0.882,0.9695,0.019,0,0,0,0,0,0,0,0,0,0,0,0.0805,0.6545,1,0.505,0,0,0,0,0,0,0,0,0.0465,0.1735,0.412,0.6505,0.9125,1,0.66,0.004,0,0,0,0,0,0,0,0.068,0.8135,1,1,1,1,0.8725,0.169,0,0,0,0,0,0,0,0,0,0.641,0.9145,0.9145,0.977,1,1,0.9715,0.3475,0,0,0,0,0,0,0,0,0,0,0,0.1015,0.4345,0.844,1,0.98,0.166,0,0,0,0,0,0,0,0,0,0,0,0,0.0205,0.5235,1,0.7665,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0.924,1,0.1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.802,1,0.2815,0,0,0,0,0.00850000000000001,0.6705,0.7185,0.346,0.0465,0,0.00750000000000001,0.094,0.527,0.971,0.6865,0.00650000000000001,0,0,0,0,0.212,1,1,1,0.971,0.8285,0.8475,1,1,0.723,0.064,0,0,0,0,0,0,0.1125,0.6995,0.867,1,1,1,0.8255,0.4555,0.021,0,0,0,0
0,0,0,0,0,0,0,0,0.12,0.6655,0.237,0,0,0,0,0,0,0,0,0,0,0.0575,0.296,0.5085,0.94,1,0.635,0,0,0,0,0,0,0,0,0,0,0.7645,1,1,0.963,0.928,0.361,0,0,0,0,0,0,0,0,0,0,0.0545,0.4495,0.3,0.0525,0.112,0.9225,0.2765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6205,0.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0.8785,0.827,0,0,0,0,0,0,0,0,0,0,0,0,0.097,0.7445,1,0.5115,0,0,0,0,0,0,0,0,0.0175,0.192,0.3115,0.6265,0.982,1,0.751,0.041,0,0,0,0,0,0,0,0,0.2115,0.9875,1,1,0.925,0.948,0.841,0.3075,0,0,0,0,0,0,0,0,0,0.182,0.3065,0.0515,0.00700000000000001,0.0125,0.2675,0.791,0.622,0.0275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.6755,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,0.9995,0.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575,0.9995,0.161,0,0,0.1325,0.265,0,0,0,0,0,0,0,0.1415,0.5065,0.976,0.832,0.0365,0,0,0.0365,0.6525,0.698,0.488,0.4125,0.2875,0.4095,0.5625,0.7495,0.9825,0.9965,0.7145,0.1315,0,0,0,0,0,0.2525,0.5165,0.6595,0.9375,1,0.883,0.696,0.5765,0.2405,0.002,0,0,0
0,0,0,0,0,0,0,0,0.0615,0.6935,0.4785,0,0,0,0,0,0,0,0,0,0,0,0.0445,0.46,0.927,0.943,0.2745,0,0,0,0,0,0,0,0,0,0,0.4515,0.901,1,1,0.773,0.3,0.01,0,0,0,0,0,0,0,0,0,0.394,0.8095,0.6495,0.5455,0.475,0.8,0.5265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306,1,0.1905,0,0,0,0,0,0,0,0,0,0,0,0,0.0995,0.849,0.9955,0.1335,0,0,0,0,0,0,0,0,0,0.0045,0.242,0.4455,0.9505,0.9955,0.491,0,0,0,0,0,0,0,0,0.0745,0.489,0.8625,1,1,0.6965,0.2765,0,0,0,0,0,0,0,0,0,0.2875,0.989,1,1,0.659,0.32,0.0175,0,0,0,0,0,0,0,0,0,0,0.1065,0.174,0.397,0.62,0.9205,0.8825,0.333,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0.3195,0.8385,0.651,0.0215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.9445,0.427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105,0.7945,0.701,0,0,0,0,0.5265,0.1265,0,0,0,0,0,0,0.0675,0.597,1,0.5485,0,0,0,0,0.157,0.83,0.728,0.524,0.5235,0.4515,0.524,0.7555,0.957,1,0.7455,0.07,0,0,0,0,0,0.021,0.2405,0.552,0.9695,1,0.9995,0.794,0.578,0.2535,0.00600000000000001,0,0,0
0,0,0,0,0,0,0.1035,0.331,0.587,0.988,0.422,0,0,0,0,0,0,0,0,0,0.048,0.693,0.97,1,1,0.715,0.0475,0,0,0,0,0,0,0,0,0,0.00600000000000001,0.618,0.731,0.4845,0.4825,0.78,0.569,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.875,0.4415,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0.93,0.682,0,0,0,0,0,0,0,0,0,0,0,0,0.1985,0.804,0.9935,0.349,0,0,0,0,0,0,0,0,0,0.217,0.554,0.6775,0.9575,0.9695,0.471,0,0,0,0,0,0,0,0,0,0.5795,0.9915,1,0.798,0.5215,0.103,0,0,0,0,0,0,0,0,0,0,0.571,0.9935,0.9985,0.712,0.5585,0.247,0.021,0,0,0,0,0,0,0,0,0,0,0.1015,0.2465,0.433,0.55,0.7705,0.909,0.5255,0.0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1265,0.701,0.635,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0.9755,0.2865,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335,0.99,0.5265,0,0,0,0,0.092,0.012,0,0,0,0,5e-04,0.1035,0.5185,0.977,0.86,0.076,0,0,0,0,0.409,0.8025,0.5135,0.4885,0.4885,0.659,0.8605,0.996,0.9815,0.651,0.0905,0,0,0,0,0,0,0.1455,0.733,0.814,0.829,0.9715,0.76,0.49,0.1285,0,0,0,0,0
0,0,0,0.02,0.2055,0.5775,0.8555,0.9075,0.692,0.692,0.4745,0.071,0,0,0,0,0,0,0.253,0.7175,1,1,1,1,1,1,1,0.956,0.304,0,0,0,0,0.05,0.8835,1,1,0.582,0.154,0.1565,0.4535,0.4615,0.7375,1,0.9575,0.233,0,0,0,0.0235,0.569,0.5175,0.2545,0.0315,0,0,0,0,0.0155,0.798,1,0.766,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0.88,1,0.979,0.0785,0,0,0,0,0,0,0,0,0,0,0.0165,0.5585,0.981,1,0.8745,0.0015,0,0,0,0,0,0,0,0,0.106,0.337,0.7155,1,1,1,0.6465,0,0,0,0,0,0,0.1315,0.598,0.876,0.953,1,1,1,1,0.791,0.1055,0,0,0,0,0,0,0.6635,1,1,1,1,1,1,1,0.91,0.302,0,0,0,0,0,0,0.229,0.9065,1,0.8955,0.772,0.5385,0.5385,0.599,1,1,0.2135,0,0,0,0,0,0,0.0705,0.154,0.0595,0,0,0,0.313,0.9985,1,0.647,0,0,0.0945,0.095,0,0,0,0,0,0,0,0.0235,0.8485,1,1,0.702,0,0,0.663,0.923,0.3295,0.0015,0,0,0,0.004,0.238,0.782,1,1,0.99,0.246,0,0,0.368,0.956,1,0.79,0.596,0.649,0.5895,0.771,0.9955,1,1,0.9465,0.445,0,0,0,0,0.1735,0.794,1,1,1,1,1,1,1,0.9845,0.444,0,0,0,0,0,0,0.0235,0.1695,0.3845,0.673,0.693,0.986,0.9655,0.593,0.22,5e-04,0,0,0
0,0,0,0,0.0885,0.531,0.736,0.8685,0.6475,0.352,0.044,0,0,0,0,0,0,0,0,0.1255,0.92,1,1,1,1,1,0.9095,0.339,0,0,0,0,0,0,0,0.241,0.9965,0.997,0.726,0.5985,0.441,0.623,0.988,0.9995,0.5435,0.0025,0,0,0,0,0,0,0.443,0.5595,0,0,0,0,0.0605,0.896,1,0.3375,0,0,0,0,0,0,0,0,0,0,0,0,0.1725,0.9525,1,0.559,0,0,0,0,0,0,0,0,0,0.028,0.034,0.1775,0.979,1,0.9955,0.417,0,0,0,0,0,0,0,0.3365,0.552,0.946,1,1,1,1,0.6005,0,0,0,0,0,0,0,0.163,0.994,1,1,1,1,1,1,0.6245,0.041,0,0,0,0,0,0,0.00850000000000001,0.567,0.941,0.929,0.6545,0.407,0.458,0.852,1,0.5075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3025,1,0.864,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0.2875,1,1,0.185,0,0,0.032,0.274,0.00650000000000001,0,0,0,0,0,0,0.068,0.8625,1,0.945,0.0945,0,0,0.2135,1,0.653,0.059,0,0,0,0,0.2755,0.8305,1,1,0.4335,0,0,0,0.032,0.589,0.9575,0.954,0.712,0.4565,0.441,0.519,0.9925,1,1,0.773,0.00900000000000001,0,0,0,0,0,0.1695,0.591,0.9555,1,1,1,1,0.9725,0.5775,0.065,0,0,0,0,0,0,0,0,0.0795,0.404,0.552,0.8475,0.6345,0.207,0,0,0,0,0
0,0,0,0,0.339,0.624,0.816,0.9375,0.719,0.719,0.5485,0.3185,0,0,0,0,0,0,0,0.4155,0.9835,1,1,1,1,1,1,0.999,0.6085,0.025,0,0,0,0,0,0.4865,1,0.845,0.5265,0.5265,0.5265,0.582,1,1,0.9705,0.126,0,0,0,0,0,0.0175,0.555,0.2055,0,0,0.1645,0.7365,1,1,0.738,0,0,0,0,0,0,0,0,0,0.001,0.3775,0.964,1,1,0.7725,0.08,0,0,0,0,0,0,0,0.242,0.7505,0.9475,0.997,1,1,0.628,0.0285,0,0,0,0,0,0,0,0,0.808,1,1,1,1,1,1,0.657,0.114,0,0,0,0,0,0,0,0.2755,0.7575,0.7945,0.5235,0.2985,0.3635,0.776,1,0.806,0.1035,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.6235,1,0.751,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0.9815,1,0.3395,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,0.306,0,0,0.023,0.0955,0,0,0,0,0,0,0,0.285,0.954,1,1,0.2625,0,0,0.363,0.9175,0.453,0,0,0,0,0.053,0.4925,0.9385,1,0.99,0.783,0.037,0,0,0.1195,0.834,0.9905,0.6905,0.469,0.2685,0.5395,0.915,1,1,1,0.467,0,0,0,0,0,0.0155,0.43,0.97,1,1,1,1,1,0.7915,0.2295,0.0035,0,0,0,0,0,0,0,0.136,0.5605,0.94,1,0.999,0.5745,0.029,0,0,0,0,0
